combined_shot_type,period,shot_distance,shot_made_flag,opponent,shot_type,game_date
Jump Shot,3,4,1,LAC,2PT Field Goal,4/5/09
Jump Shot,4,18,0,LAC,2PT Field Goal,4/5/09
Jump Shot,4,13,0,LAC,2PT Field Goal,4/5/09
Jump Shot,4,24,0,LAC,3PT Field Goal,4/5/09
Layup,1,4,1,SAC,2PT Field Goal,4/7/09
Jump Shot,1,24,0,SAC,3PT Field Goal,4/7/09
Jump Shot,1,24,0,SAC,3PT Field Goal,4/7/09
Jump Shot,1,10,0,SAC,2PT Field Goal,4/7/09
Layup,1,0,0,SAC,2PT Field Goal,4/7/09
Jump Shot,1,22,1,SAC,2PT Field Goal,4/7/09
Jump Shot,2,11,0,SAC,2PT Field Goal,4/7/09
Layup,2,0,1,SAC,2PT Field Goal,4/7/09
Jump Shot,2,5,1,SAC,2PT Field Goal,4/7/09
Jump Shot,3,15,1,SAC,2PT Field Goal,4/7/09
Layup,3,2,1,SAC,2PT Field Goal,4/7/09
Jump Shot,3,19,0,SAC,2PT Field Goal,4/7/09
Layup,3,0,1,SAC,2PT Field Goal,4/7/09
Jump Shot,3,25,0,SAC,3PT Field Goal,4/7/09
Jump Shot,3,58,0,SAC,3PT Field Goal,4/7/09
Jump Shot,1,24,1,DEN,3PT Field Goal,4/9/09
Jump Shot,1,24,0,DEN,3PT Field Goal,4/9/09
Layup,1,0,1,DEN,2PT Field Goal,4/9/09
Jump Shot,1,21,0,DEN,2PT Field Goal,4/9/09
Jump Shot,2,19,1,DEN,2PT Field Goal,4/9/09
Jump Shot,2,12,0,DEN,2PT Field Goal,4/9/09
Layup,2,0,1,DEN,2PT Field Goal,4/9/09
Jump Shot,2,13,1,DEN,2PT Field Goal,4/9/09
Jump Shot,3,25,0,DEN,3PT Field Goal,4/9/09
Jump Shot,3,12,0,DEN,2PT Field Goal,4/9/09
Layup,3,0,1,DEN,2PT Field Goal,4/9/09
Jump Shot,3,4,0,DEN,2PT Field Goal,4/9/09
Layup,3,0,0,DEN,2PT Field Goal,4/9/09
Jump Shot,3,22,1,DEN,2PT Field Goal,4/9/09
Jump Shot,4,13,1,DEN,2PT Field Goal,4/9/09
Layup,4,0,1,DEN,2PT Field Goal,4/9/09
Jump Shot,4,25,0,DEN,3PT Field Goal,4/9/09
Layup,1,0,0,POR,2PT Field Goal,4/10/09
Jump Shot,1,25,1,POR,3PT Field Goal,4/10/09
Jump Shot,1,15,0,POR,2PT Field Goal,4/10/09
Jump Shot,1,16,0,POR,2PT Field Goal,4/10/09
Jump Shot,2,12,1,POR,2PT Field Goal,4/10/09
Layup,3,0,0,POR,2PT Field Goal,4/10/09
Hook Shot,3,4,0,POR,2PT Field Goal,4/10/09
Jump Shot,3,25,1,POR,3PT Field Goal,4/10/09
Hook Shot,3,4,1,POR,2PT Field Goal,4/10/09
Jump Shot,3,11,1,POR,2PT Field Goal,4/10/09
Jump Shot,3,24,0,POR,3PT Field Goal,4/10/09
Jump Shot,4,14,1,POR,2PT Field Goal,4/10/09
Jump Shot,4,23,1,POR,2PT Field Goal,4/10/09
Jump Shot,4,19,0,POR,2PT Field Goal,4/10/09
Layup,4,0,1,POR,2PT Field Goal,4/10/09
Jump Shot,4,16,0,POR,2PT Field Goal,4/10/09
Jump Shot,4,22,0,POR,2PT Field Goal,4/10/09
Jump Shot,4,25,0,POR,3PT Field Goal,4/10/09
Jump Shot,4,24,0,POR,3PT Field Goal,4/10/09
Jump Shot,1,15,1,MEM,2PT Field Goal,4/12/09
Jump Shot,1,14,1,MEM,2PT Field Goal,4/12/09
Jump Shot,1,13,1,MEM,2PT Field Goal,4/12/09
Jump Shot,2,17,1,MEM,2PT Field Goal,4/12/09
Jump Shot,2,25,0,MEM,3PT Field Goal,4/12/09
Jump Shot,3,10,1,MEM,2PT Field Goal,4/12/09
Jump Shot,3,26,0,MEM,3PT Field Goal,4/12/09
Jump Shot,3,14,1,MEM,2PT Field Goal,4/12/09
Jump Shot,1,13,1,UTA,2PT Field Goal,4/14/09
Layup,1,0,1,UTA,2PT Field Goal,4/14/09
Jump Shot,3,18,0,UTA,2PT Field Goal,4/14/09
Jump Shot,3,8,0,UTA,2PT Field Goal,4/14/09
Jump Shot,3,25,0,UTA,3PT Field Goal,4/14/09
Jump Shot,3,20,0,UTA,2PT Field Goal,4/14/09
Jump Shot,3,16,1,UTA,2PT Field Goal,4/14/09
Bank Shot,3,10,1,UTA,2PT Field Goal,4/14/09
Jump Shot,4,25,1,UTA,3PT Field Goal,4/14/09
Jump Shot,4,19,0,UTA,2PT Field Goal,4/14/09
Jump Shot,1,10,0,UTA,2PT Field Goal,4/19/09
Layup,1,0,1,UTA,2PT Field Goal,4/19/09
Jump Shot,2,16,1,UTA,2PT Field Goal,4/19/09
Jump Shot,2,13,1,UTA,2PT Field Goal,4/19/09
Jump Shot,2,15,1,UTA,2PT Field Goal,4/19/09
Jump Shot,3,3,0,UTA,2PT Field Goal,4/19/09
Jump Shot,3,14,0,UTA,2PT Field Goal,4/19/09
Jump Shot,3,26,0,UTA,3PT Field Goal,4/19/09
Jump Shot,3,63,0,UTA,3PT Field Goal,4/19/09
Jump Shot,4,17,1,UTA,2PT Field Goal,4/19/09
Jump Shot,4,16,0,UTA,2PT Field Goal,4/19/09
Jump Shot,4,27,0,UTA,3PT Field Goal,4/19/09
Jump Shot,1,25,1,UTA,3PT Field Goal,4/21/09
Jump Shot,1,23,0,UTA,3PT Field Goal,4/21/09
Layup,2,0,1,UTA,2PT Field Goal,4/21/09
Jump Shot,3,11,0,UTA,2PT Field Goal,4/21/09
Jump Shot,3,12,1,UTA,2PT Field Goal,4/21/09
Jump Shot,3,16,0,UTA,2PT Field Goal,4/21/09
Jump Shot,3,17,0,UTA,2PT Field Goal,4/21/09
Jump Shot,3,19,1,UTA,2PT Field Goal,4/21/09
Hook Shot,4,7,1,UTA,2PT Field Goal,4/21/09
Bank Shot,4,11,1,UTA,2PT Field Goal,4/21/09
Jump Shot,4,27,0,UTA,3PT Field Goal,4/21/09
Layup,4,0,0,UTA,2PT Field Goal,4/21/09
Jump Shot,4,20,1,UTA,2PT Field Goal,4/21/09
Jump Shot,1,17,0,UTA,2PT Field Goal,4/23/09
Jump Shot,1,24,0,UTA,3PT Field Goal,4/23/09
Jump Shot,1,8,0,UTA,2PT Field Goal,4/23/09
Jump Shot,1,17,0,UTA,2PT Field Goal,4/23/09
Jump Shot,2,17,0,UTA,2PT Field Goal,4/23/09
Layup,2,0,1,UTA,2PT Field Goal,4/23/09
Layup,2,0,0,UTA,2PT Field Goal,4/23/09
Jump Shot,2,13,0,UTA,2PT Field Goal,4/23/09
Jump Shot,2,17,0,UTA,2PT Field Goal,4/23/09
Jump Shot,2,10,0,UTA,2PT Field Goal,4/23/09
Jump Shot,3,8,1,UTA,2PT Field Goal,4/23/09
Jump Shot,3,17,0,UTA,2PT Field Goal,4/23/09
Jump Shot,3,13,0,UTA,2PT Field Goal,4/23/09
Jump Shot,3,16,0,UTA,2PT Field Goal,4/23/09
Jump Shot,3,7,0,UTA,2PT Field Goal,4/23/09
Jump Shot,3,14,0,UTA,2PT Field Goal,4/23/09
Jump Shot,4,23,0,UTA,3PT Field Goal,4/23/09
Jump Shot,4,11,0,UTA,2PT Field Goal,4/23/09
Jump Shot,4,17,0,UTA,2PT Field Goal,4/23/09
Jump Shot,4,18,0,UTA,2PT Field Goal,4/23/09
Layup,4,0,1,UTA,2PT Field Goal,4/23/09
Jump Shot,4,29,0,UTA,3PT Field Goal,4/23/09
Jump Shot,1,18,1,UTA,2PT Field Goal,4/25/09
Jump Shot,1,19,1,UTA,2PT Field Goal,4/25/09
Jump Shot,1,15,1,UTA,2PT Field Goal,4/25/09
Jump Shot,1,20,0,UTA,2PT Field Goal,4/25/09
Layup,1,0,1,UTA,2PT Field Goal,4/25/09
Jump Shot,2,15,1,UTA,2PT Field Goal,4/25/09
Layup,2,0,1,UTA,2PT Field Goal,4/25/09
Jump Shot,2,20,0,UTA,2PT Field Goal,4/25/09
Jump Shot,2,20,1,UTA,2PT Field Goal,4/25/09
Jump Shot,2,24,1,UTA,3PT Field Goal,4/25/09
Jump Shot,3,17,1,UTA,2PT Field Goal,4/25/09
Jump Shot,3,22,1,UTA,2PT Field Goal,4/25/09
Jump Shot,3,21,1,UTA,2PT Field Goal,4/25/09
Jump Shot,3,21,1,UTA,2PT Field Goal,4/25/09
Jump Shot,3,19,0,UTA,2PT Field Goal,4/25/09
Jump Shot,4,22,0,UTA,2PT Field Goal,4/25/09
Jump Shot,4,21,0,UTA,2PT Field Goal,4/25/09
Jump Shot,4,20,1,UTA,2PT Field Goal,4/25/09
Jump Shot,4,11,0,UTA,2PT Field Goal,4/25/09
Jump Shot,4,24,0,UTA,3PT Field Goal,4/25/09
Jump Shot,1,12,1,UTA,2PT Field Goal,4/27/09
Jump Shot,1,17,0,UTA,2PT Field Goal,4/27/09
Jump Shot,1,21,0,UTA,2PT Field Goal,4/27/09
Jump Shot,2,27,1,UTA,3PT Field Goal,4/27/09
Jump Shot,2,14,0,UTA,2PT Field Goal,4/27/09
Layup,2,0,0,UTA,2PT Field Goal,4/27/09
Layup,2,0,1,UTA,2PT Field Goal,4/27/09
Layup,2,0,0,UTA,2PT Field Goal,4/27/09
Jump Shot,2,8,1,UTA,2PT Field Goal,4/27/09
Jump Shot,3,11,0,UTA,2PT Field Goal,4/27/09
Layup,3,0,1,UTA,2PT Field Goal,4/27/09
Layup,3,0,1,UTA,2PT Field Goal,4/27/09
Jump Shot,3,25,1,UTA,3PT Field Goal,4/27/09
Jump Shot,4,26,1,UTA,3PT Field Goal,4/27/09
Jump Shot,4,11,0,UTA,2PT Field Goal,4/27/09
Jump Shot,4,22,0,UTA,3PT Field Goal,4/27/09
Jump Shot,4,4,0,UTA,2PT Field Goal,4/27/09
Jump Shot,4,14,1,UTA,2PT Field Goal,4/27/09
Jump Shot,4,16,0,UTA,2PT Field Goal,4/27/09
Jump Shot,1,16,0,HOU,2PT Field Goal,5/4/09
Jump Shot,1,25,0,HOU,3PT Field Goal,5/4/09
Layup,1,0,1,HOU,2PT Field Goal,5/4/09
Jump Shot,1,26,0,HOU,3PT Field Goal,5/4/09
Jump Shot,2,9,0,HOU,2PT Field Goal,5/4/09
Jump Shot,2,21,0,HOU,2PT Field Goal,5/4/09
Jump Shot,2,16,1,HOU,2PT Field Goal,5/4/09
Jump Shot,2,6,0,HOU,2PT Field Goal,5/4/09
Jump Shot,2,22,1,HOU,2PT Field Goal,5/4/09
Jump Shot,3,9,0,HOU,2PT Field Goal,5/4/09
Jump Shot,3,25,1,HOU,3PT Field Goal,5/4/09
Jump Shot,3,18,1,HOU,2PT Field Goal,5/4/09
Jump Shot,3,26,0,HOU,3PT Field Goal,5/4/09
Jump Shot,3,11,1,HOU,2PT Field Goal,5/4/09
Jump Shot,3,18,1,HOU,2PT Field Goal,5/4/09
Jump Shot,3,14,1,HOU,2PT Field Goal,5/4/09
Jump Shot,3,24,0,HOU,3PT Field Goal,5/4/09
Jump Shot,4,16,1,HOU,2PT Field Goal,5/4/09
Jump Shot,4,13,0,HOU,2PT Field Goal,5/4/09
Hook Shot,4,4,1,HOU,2PT Field Goal,5/4/09
Jump Shot,4,21,0,HOU,2PT Field Goal,5/4/09
Jump Shot,4,16,0,HOU,2PT Field Goal,5/4/09
Jump Shot,4,28,0,HOU,3PT Field Goal,5/4/09
Dunk,4,0,1,HOU,2PT Field Goal,5/4/09
Jump Shot,1,17,1,HOU,2PT Field Goal,5/6/09
Jump Shot,1,16,1,HOU,2PT Field Goal,5/6/09
Jump Shot,1,19,0,HOU,2PT Field Goal,5/6/09
Layup,1,0,1,HOU,2PT Field Goal,5/6/09
Jump Shot,1,20,1,HOU,2PT Field Goal,5/6/09
Jump Shot,1,21,1,HOU,2PT Field Goal,5/6/09
Jump Shot,1,26,1,HOU,3PT Field Goal,5/6/09
Jump Shot,1,20,0,HOU,2PT Field Goal,5/6/09
Jump Shot,1,26,0,HOU,3PT Field Goal,5/6/09
Jump Shot,1,22,1,HOU,2PT Field Goal,5/6/09
Jump Shot,2,17,0,HOU,2PT Field Goal,5/6/09
Jump Shot,2,22,0,HOU,2PT Field Goal,5/6/09
Jump Shot,3,15,1,HOU,2PT Field Goal,5/6/09
Jump Shot,3,14,1,HOU,2PT Field Goal,5/6/09
Layup,3,0,0,HOU,2PT Field Goal,5/6/09
Jump Shot,3,22,1,HOU,2PT Field Goal,5/6/09
Layup,3,0,0,HOU,2PT Field Goal,5/6/09
Jump Shot,3,10,1,HOU,2PT Field Goal,5/6/09
Jump Shot,4,21,0,HOU,2PT Field Goal,5/6/09
Jump Shot,4,17,1,HOU,2PT Field Goal,5/6/09
Layup,4,0,0,HOU,2PT Field Goal,5/6/09
Layup,4,0,1,HOU,2PT Field Goal,5/6/09
Jump Shot,4,16,0,HOU,2PT Field Goal,5/6/09
Jump Shot,1,18,1,HOU,2PT Field Goal,5/8/09
Jump Shot,1,25,1,HOU,3PT Field Goal,5/8/09
Jump Shot,1,22,1,HOU,2PT Field Goal,5/8/09
Layup,1,0,0,HOU,2PT Field Goal,5/8/09
Jump Shot,1,17,1,HOU,2PT Field Goal,5/8/09
Jump Shot,1,11,1,HOU,2PT Field Goal,5/8/09
Jump Shot,2,8,0,HOU,2PT Field Goal,5/8/09
Jump Shot,2,25,1,HOU,3PT Field Goal,5/8/09
Jump Shot,2,20,0,HOU,2PT Field Goal,5/8/09
Jump Shot,2,11,0,HOU,2PT Field Goal,5/8/09
Jump Shot,2,5,0,HOU,2PT Field Goal,5/8/09
Layup,2,0,0,HOU,2PT Field Goal,5/8/09
Jump Shot,2,27,0,HOU,3PT Field Goal,5/8/09
Jump Shot,3,25,0,HOU,3PT Field Goal,5/8/09
Jump Shot,3,7,0,HOU,2PT Field Goal,5/8/09
Jump Shot,3,17,0,HOU,2PT Field Goal,5/8/09
Jump Shot,3,10,0,HOU,2PT Field Goal,5/8/09
Jump Shot,3,32,1,HOU,3PT Field Goal,5/8/09
Layup,4,0,0,HOU,2PT Field Goal,5/8/09
Jump Shot,4,5,0,HOU,2PT Field Goal,5/8/09
Layup,4,0,1,HOU,2PT Field Goal,5/8/09
Layup,4,0,1,HOU,2PT Field Goal,5/8/09
Jump Shot,4,6,0,HOU,2PT Field Goal,5/8/09
Jump Shot,4,19,0,HOU,2PT Field Goal,5/8/09
Jump Shot,4,26,1,HOU,3PT Field Goal,5/8/09
Jump Shot,4,23,0,HOU,2PT Field Goal,5/8/09
Layup,4,0,0,HOU,2PT Field Goal,5/8/09
Jump Shot,1,25,0,HOU,3PT Field Goal,5/10/09
Jump Shot,1,11,1,HOU,2PT Field Goal,5/10/09
Jump Shot,1,16,0,HOU,2PT Field Goal,5/10/09
Jump Shot,1,23,0,HOU,3PT Field Goal,5/10/09
Jump Shot,1,17,1,HOU,2PT Field Goal,5/10/09
Jump Shot,1,21,0,HOU,2PT Field Goal,5/10/09
Jump Shot,2,15,1,HOU,2PT Field Goal,5/10/09
Jump Shot,2,15,1,HOU,2PT Field Goal,5/10/09
Jump Shot,2,20,0,HOU,2PT Field Goal,5/10/09
Layup,3,0,0,HOU,2PT Field Goal,5/10/09
Layup,3,0,1,HOU,2PT Field Goal,5/10/09
Jump Shot,3,7,0,HOU,2PT Field Goal,5/10/09
Jump Shot,3,17,0,HOU,2PT Field Goal,5/10/09
Jump Shot,3,26,0,HOU,3PT Field Goal,5/10/09
Jump Shot,1,20,1,HOU,2PT Field Goal,5/12/09
Layup,1,0,1,HOU,2PT Field Goal,5/12/09
Jump Shot,1,10,1,HOU,2PT Field Goal,5/12/09
Jump Shot,1,16,1,HOU,2PT Field Goal,5/12/09
Jump Shot,1,15,0,HOU,2PT Field Goal,5/12/09
Jump Shot,2,20,0,HOU,2PT Field Goal,5/12/09
Layup,2,0,1,HOU,2PT Field Goal,5/12/09
Jump Shot,2,25,1,HOU,3PT Field Goal,5/12/09
Jump Shot,2,25,0,HOU,3PT Field Goal,5/12/09
Jump Shot,2,11,0,HOU,2PT Field Goal,5/12/09
Jump Shot,3,16,1,HOU,2PT Field Goal,5/12/09
Jump Shot,3,12,0,HOU,2PT Field Goal,5/12/09
Jump Shot,3,14,0,HOU,2PT Field Goal,5/12/09
Jump Shot,3,17,1,HOU,2PT Field Goal,5/12/09
Jump Shot,1,14,0,HOU,2PT Field Goal,5/14/09
Jump Shot,1,11,0,HOU,2PT Field Goal,5/14/09
Jump Shot,1,22,0,HOU,2PT Field Goal,5/14/09
Jump Shot,1,22,0,HOU,2PT Field Goal,5/14/09
Layup,1,0,0,HOU,2PT Field Goal,5/14/09
Layup,1,0,1,HOU,2PT Field Goal,5/14/09
Jump Shot,2,17,1,HOU,2PT Field Goal,5/14/09
Jump Shot,2,18,0,HOU,2PT Field Goal,5/14/09
Jump Shot,2,7,0,HOU,2PT Field Goal,5/14/09
Jump Shot,2,15,1,HOU,2PT Field Goal,5/14/09
Layup,2,0,1,HOU,2PT Field Goal,5/14/09
Dunk,2,0,1,HOU,2PT Field Goal,5/14/09
Jump Shot,2,44,0,HOU,3PT Field Goal,5/14/09
Jump Shot,3,24,1,HOU,3PT Field Goal,5/14/09
Jump Shot,3,11,0,HOU,2PT Field Goal,5/14/09
Jump Shot,3,18,1,HOU,2PT Field Goal,5/14/09
Layup,3,0,0,HOU,2PT Field Goal,5/14/09
Jump Shot,4,14,0,HOU,2PT Field Goal,5/14/09
Bank Shot,4,9,1,HOU,2PT Field Goal,5/14/09
Jump Shot,4,24,0,HOU,3PT Field Goal,5/14/09
Bank Shot,4,10,1,HOU,2PT Field Goal,5/14/09
Jump Shot,4,26,0,HOU,3PT Field Goal,5/14/09
Jump Shot,1,18,0,HOU,2PT Field Goal,5/17/09
Layup,1,0,1,HOU,2PT Field Goal,5/17/09
Jump Shot,2,26,0,HOU,3PT Field Goal,5/17/09
Jump Shot,2,18,1,HOU,2PT Field Goal,5/17/09
Layup,2,0,0,HOU,2PT Field Goal,5/17/09
Layup,2,0,0,HOU,2PT Field Goal,5/17/09
Jump Shot,2,26,0,HOU,3PT Field Goal,5/17/09
Jump Shot,3,27,1,HOU,3PT Field Goal,5/17/09
Layup,3,2,0,HOU,2PT Field Goal,5/17/09
Jump Shot,1,8,0,DEN,2PT Field Goal,5/19/09
Jump Shot,1,16,0,DEN,2PT Field Goal,5/19/09
Layup,1,0,0,DEN,2PT Field Goal,5/19/09
Jump Shot,1,9,1,DEN,2PT Field Goal,5/19/09
Jump Shot,1,13,1,DEN,2PT Field Goal,5/19/09
Jump Shot,1,17,0,DEN,2PT Field Goal,5/19/09
Jump Shot,2,11,0,DEN,2PT Field Goal,5/19/09
Jump Shot,2,15,0,DEN,2PT Field Goal,5/19/09
Jump Shot,2,16,0,DEN,2PT Field Goal,5/19/09
Dunk,2,0,1,DEN,2PT Field Goal,5/19/09
Jump Shot,2,26,0,DEN,3PT Field Goal,5/19/09
Jump Shot,2,23,1,DEN,3PT Field Goal,5/19/09
Layup,2,0,0,DEN,2PT Field Goal,5/19/09
Jump Shot,2,15,1,DEN,2PT Field Goal,5/19/09
Dunk,3,0,1,DEN,2PT Field Goal,5/19/09
Layup,3,0,0,DEN,2PT Field Goal,5/19/09
Bank Shot,3,5,1,DEN,2PT Field Goal,5/19/09
Jump Shot,3,7,0,DEN,2PT Field Goal,5/19/09
Jump Shot,3,19,0,DEN,2PT Field Goal,5/19/09
Jump Shot,4,27,1,DEN,3PT Field Goal,5/19/09
Layup,4,0,1,DEN,2PT Field Goal,5/19/09
Jump Shot,4,14,1,DEN,2PT Field Goal,5/19/09
Jump Shot,4,20,1,DEN,2PT Field Goal,5/19/09
Jump Shot,4,21,0,DEN,2PT Field Goal,5/19/09
Jump Shot,1,18,1,DEN,2PT Field Goal,5/21/09
Layup,1,0,1,DEN,2PT Field Goal,5/21/09
Layup,1,0,0,DEN,2PT Field Goal,5/21/09
Layup,1,0,0,DEN,2PT Field Goal,5/21/09
Layup,1,0,1,DEN,2PT Field Goal,5/21/09
Jump Shot,2,6,1,DEN,2PT Field Goal,5/21/09
Jump Shot,2,12,0,DEN,2PT Field Goal,5/21/09
Jump Shot,2,20,0,DEN,2PT Field Goal,5/21/09
Jump Shot,3,4,0,DEN,2PT Field Goal,5/21/09
Dunk,3,0,1,DEN,2PT Field Goal,5/21/09
Jump Shot,3,22,0,DEN,2PT Field Goal,5/21/09
Jump Shot,4,10,0,DEN,2PT Field Goal,5/21/09
Jump Shot,4,24,1,DEN,3PT Field Goal,5/21/09
Jump Shot,4,6,0,DEN,2PT Field Goal,5/21/09
Jump Shot,4,26,1,DEN,3PT Field Goal,5/21/09
Jump Shot,4,9,1,DEN,2PT Field Goal,5/21/09
Layup,1,0,1,DEN,2PT Field Goal,5/23/09
Jump Shot,1,21,0,DEN,2PT Field Goal,5/23/09
Jump Shot,2,18,1,DEN,2PT Field Goal,5/23/09
Jump Shot,2,24,0,DEN,3PT Field Goal,5/23/09
Layup,2,0,1,DEN,2PT Field Goal,5/23/09
Layup,2,0,1,DEN,2PT Field Goal,5/23/09
Layup,2,0,0,DEN,2PT Field Goal,5/23/09
Layup,3,0,1,DEN,2PT Field Goal,5/23/09
Jump Shot,3,18,0,DEN,2PT Field Goal,5/23/09
Jump Shot,3,6,0,DEN,2PT Field Goal,5/23/09
Jump Shot,3,7,0,DEN,2PT Field Goal,5/23/09
Jump Shot,3,23,1,DEN,3PT Field Goal,5/23/09
Jump Shot,3,19,0,DEN,2PT Field Goal,5/23/09
Jump Shot,3,24,0,DEN,3PT Field Goal,5/23/09
Jump Shot,4,25,0,DEN,3PT Field Goal,5/23/09
Jump Shot,4,7,1,DEN,2PT Field Goal,5/23/09
Jump Shot,4,23,0,DEN,2PT Field Goal,5/23/09
Jump Shot,4,24,1,DEN,3PT Field Goal,5/23/09
Jump Shot,1,25,0,DEN,3PT Field Goal,5/25/09
Layup,1,0,0,DEN,2PT Field Goal,5/25/09
Jump Shot,1,21,1,DEN,2PT Field Goal,5/25/09
Bank Shot,1,9,1,DEN,2PT Field Goal,5/25/09
Jump Shot,2,25,0,DEN,3PT Field Goal,5/25/09
Jump Shot,2,18,1,DEN,2PT Field Goal,5/25/09
Jump Shot,2,16,0,DEN,2PT Field Goal,5/25/09
Jump Shot,2,25,0,DEN,3PT Field Goal,5/25/09
Jump Shot,2,23,1,DEN,3PT Field Goal,5/25/09
Jump Shot,2,16,0,DEN,2PT Field Goal,5/25/09
Jump Shot,2,17,1,DEN,2PT Field Goal,5/25/09
Jump Shot,3,18,1,DEN,2PT Field Goal,5/25/09
Jump Shot,3,21,0,DEN,2PT Field Goal,5/25/09
Jump Shot,3,19,0,DEN,2PT Field Goal,5/25/09
Jump Shot,3,25,0,DEN,3PT Field Goal,5/25/09
Jump Shot,4,25,0,DEN,3PT Field Goal,5/25/09
Jump Shot,4,13,0,DEN,2PT Field Goal,5/25/09
Jump Shot,4,21,1,DEN,2PT Field Goal,5/25/09
Jump Shot,4,19,1,DEN,2PT Field Goal,5/25/09
Jump Shot,4,24,1,DEN,3PT Field Goal,5/25/09
Jump Shot,4,25,0,DEN,3PT Field Goal,5/25/09
Jump Shot,4,23,0,DEN,3PT Field Goal,5/25/09
Jump Shot,4,25,0,DEN,3PT Field Goal,5/25/09
Layup,4,0,0,DEN,2PT Field Goal,5/25/09
Jump Shot,1,22,1,DEN,2PT Field Goal,5/27/09
Jump Shot,1,25,0,DEN,3PT Field Goal,5/27/09
Layup,2,0,1,DEN,2PT Field Goal,5/27/09
Layup,2,0,1,DEN,2PT Field Goal,5/27/09
Dunk,3,0,1,DEN,2PT Field Goal,5/27/09
Jump Shot,3,21,1,DEN,2PT Field Goal,5/27/09
Jump Shot,3,27,0,DEN,3PT Field Goal,5/27/09
Jump Shot,3,26,1,DEN,3PT Field Goal,5/27/09
Jump Shot,4,6,0,DEN,2PT Field Goal,5/27/09
Jump Shot,4,26,0,DEN,3PT Field Goal,5/27/09
Jump Shot,4,26,0,DEN,3PT Field Goal,5/27/09
Layup,4,0,0,DEN,2PT Field Goal,5/27/09
Jump Shot,4,27,0,DEN,3PT Field Goal,5/27/09
Jump Shot,1,18,0,DEN,2PT Field Goal,5/29/09
Jump Shot,1,9,1,DEN,2PT Field Goal,5/29/09
Layup,1,0,1,DEN,2PT Field Goal,5/29/09
Jump Shot,1,8,0,DEN,2PT Field Goal,5/29/09
Jump Shot,2,12,1,DEN,2PT Field Goal,5/29/09
Jump Shot,2,20,1,DEN,2PT Field Goal,5/29/09
Jump Shot,2,11,0,DEN,2PT Field Goal,5/29/09
Jump Shot,2,23,1,DEN,3PT Field Goal,5/29/09
Jump Shot,3,26,0,DEN,3PT Field Goal,5/29/09
Jump Shot,3,12,1,DEN,2PT Field Goal,5/29/09
Jump Shot,3,15,0,DEN,2PT Field Goal,5/29/09
Jump Shot,3,17,0,DEN,2PT Field Goal,5/29/09
Bank Shot,3,8,1,DEN,2PT Field Goal,5/29/09
Jump Shot,3,17,0,DEN,2PT Field Goal,5/29/09
Jump Shot,3,19,1,DEN,2PT Field Goal,5/29/09
Dunk,4,0,1,DEN,2PT Field Goal,5/29/09
Layup,4,0,1,DEN,2PT Field Goal,5/29/09
Jump Shot,4,25,1,DEN,3PT Field Goal,5/29/09
Jump Shot,1,4,1,ORL,2PT Field Goal,6/4/09
Jump Shot,1,16,0,ORL,2PT Field Goal,6/4/09
Jump Shot,1,6,0,ORL,2PT Field Goal,6/4/09
Jump Shot,1,16,1,ORL,2PT Field Goal,6/4/09
Layup,1,0,1,ORL,2PT Field Goal,6/4/09
Jump Shot,1,8,0,ORL,2PT Field Goal,6/4/09
Jump Shot,1,19,0,ORL,2PT Field Goal,6/4/09
Layup,1,0,0,ORL,2PT Field Goal,6/4/09
Jump Shot,2,19,1,ORL,2PT Field Goal,6/4/09
Jump Shot,2,14,1,ORL,2PT Field Goal,6/4/09
Layup,2,0,0,ORL,2PT Field Goal,6/4/09
Jump Shot,2,8,1,ORL,2PT Field Goal,6/4/09
Jump Shot,2,14,1,ORL,2PT Field Goal,6/4/09
Jump Shot,2,18,0,ORL,2PT Field Goal,6/4/09
Jump Shot,2,26,0,ORL,3PT Field Goal,6/4/09
Layup,2,0,1,ORL,2PT Field Goal,6/4/09
Layup,3,0,1,ORL,2PT Field Goal,6/4/09
Jump Shot,3,11,1,ORL,2PT Field Goal,6/4/09
Jump Shot,3,13,0,ORL,2PT Field Goal,6/4/09
Jump Shot,3,15,0,ORL,2PT Field Goal,6/4/09
Layup,3,0,1,ORL,2PT Field Goal,6/4/09
Jump Shot,3,17,1,ORL,2PT Field Goal,6/4/09
Jump Shot,3,8,1,ORL,2PT Field Goal,6/4/09
Jump Shot,3,20,0,ORL,2PT Field Goal,6/4/09
Jump Shot,3,5,0,ORL,2PT Field Goal,6/4/09
Jump Shot,4,14,0,ORL,2PT Field Goal,6/4/09
Layup,4,0,0,ORL,2PT Field Goal,6/4/09
Jump Shot,4,13,0,ORL,2PT Field Goal,6/4/09
Jump Shot,4,10,1,ORL,2PT Field Goal,6/4/09
Jump Shot,1,20,0,ORL,2PT Field Goal,6/7/09
Jump Shot,1,17,1,ORL,2PT Field Goal,6/7/09
Jump Shot,1,21,0,ORL,2PT Field Goal,6/7/09
Jump Shot,3,13,1,ORL,2PT Field Goal,6/7/09
Jump Shot,3,15,1,ORL,2PT Field Goal,6/7/09
Jump Shot,3,16,1,ORL,2PT Field Goal,6/7/09
Jump Shot,3,21,0,ORL,2PT Field Goal,6/7/09
Dunk,3,0,1,ORL,2PT Field Goal,6/7/09
Jump Shot,3,7,0,ORL,2PT Field Goal,6/7/09
Jump Shot,3,17,0,ORL,2PT Field Goal,6/7/09
